0.130925748598986911,142,106
0.029376593639187031,292,173
0.089638946661201478,175,138
0.112447904635028,179,120
0.112351594443093432,187,128
0.02641216073,79,38
0.063461837607576565,77,52
0.00768503308779284,13,5
0.06221117179981485,57,40
0.0225817459689,53,45
0.17184317779197978,173,122
0.173849403184794308,179,121
0.098410808745406804,141,91
0.100193102095464,202,120
0.0406344633515625,92,82
0.0253353205,74,71
0.117960129392938845,73,48
0.085454634080564683,111,89
0.266348430755216937,256,168
0.065582978428463644,105,78
0.17691328754532433,201,150
0.02886753907917719,99,83
0.039302749976824365,38,31
0.022823968980195479,51,46
0.030449383012678133,47,38
0.047919837920480596,90,73
0.020197979342792968,49,45
0.087340322593178822,108,78
0.0458307446637,57,46
0.03490711351514,56,44
0.108107753727273566,117,64
0.171476348404644499,184,119
0.216067320131874532,279,152
0.203920317106628952,142,83
0.079447497169380724,156,99
0.128458608101007971,130,95
0.091812411101689833,67,51
0.061109941809013,58,34
0.04482397942,82,66
0.025132270708283709,128,62
0.304863576645227148,113,85
0.251007161314412828,221,162
0.067686068721288531,170,116
0.007193224008064,6,5
0.057464109370870745,60,41
0.157035266260931018,139,87
0.187219366859903643,198,146
0.04920516255,41,35
0.059698546369049766,195,149
