0.185301504042373499,244,143
0.06196280933922358,183,150
0.160077478741706348,213,134
0.070122457475376,82,54
0.029687758601514025,174,147
0.016361599,27,14
0.0717175693628575,147,110
0.090984328359441524,143,82
0.0246829640695,58,46
0.09653204779723325,208,80
0.05343428209526016,62,38
0.070699736005763552,85,54
0.016341322845225714,64,50
0.195777347079161076,232,143
0.06162432254220369,74,41
0.03543792254562939,159,115
0.058221157849965,72,47
0.0189416685,166,141
0.227307693525328332,195,117
0.228341012535847465,236,176
0.101220166434457455,99,70
0.12578588296385129,152,106
0.04047216109270911,173,144
0.086884155160782516,152,106
0.04882581701854364,62,47
0.132503478516237,174,123
0.0258593924,56,45
0.099541056583249527,135,94
0.121169375405341012,159,103
0.046302116,45,29
0.052476634890267375,113,94
0.023282247,40,29
0.130674715576599701,188,118
0.0249068315,38,28
0.01132297,13,7
0.23544762950938666,183,112
0.15001672649300836,149,93
0.068484912949989304,157,137
0.23052356295677169,214,136
0.0931393903492521,172,116
0.03548442,32,28
0.034872639411534,126,114
0.12576712052102611,208,157
0.130110562868096896,125,77
0.07625252768444604,142,111
0.062870311075435138,93,60
0.212442878472297887,263,164
0.030756471,44,35
