0.094356946709334435,281,71
0.01956384593713193,421,32
0.034112565618932576,256,42
0.080077998198885218,95,73
0.02773956259,194,146
0.015739286940097005,32,31
0.07071086646006649,138,70
0.041981896448623,50,38
0.233277301468246746,259,190
0.033179622551119437,52,38
0.048013254497461029,216,124
0.13382836858713004,229,187
0.030624875658624,136,90
0.091514381224498056,241,112
0.058983764199614,73,45
0.16479587577382,153,118
0.105856008460041186,104,81
0.108078255222771756,165,108
0.175442362,10,7
0.148352830028433628,230,150
0.084563863443608881,227,127
0.076891489184912009,204,158
0.19245083965430294,163,112
0.089539603765381766,175,136
0.055067993363044,69,36
0.07651030142225,220,177
0.05330620344223232,213,70
0.02429290295,315,69
0.032488143682623798,130,18
0.02602581428127,121,62
0.16908953990814,154,105
0.033740160491862574,254,117
0.02425103092015296,204,68
0.07603282547739552,284,111
0.0543827865859281,203,100
0.06171082739,225,102
0.102843903489886256,206,117
0.024656518778125,107,63
0.16447214315636392,205,128
0.203133557617361979,258,140
0.085843163961209297,131,76
0.1376698364489,95,59
