0.156545115411848413,201,144
0.05950174496383588,184,155
0.146662717778728273,203,100
0.01871480009938204,29,24
0.019115897,21,13
0.01382379270785,109,82
0.089969059868745479,149,98
0.28699866681346487,220,157
0.071737534722074914,186,143
0.04299989705206336,106,70
0.01363986896941537,97,91
0.033756537043535,53,40
0.091313345959179584,128,96
0.0242614343,53,42
0.096919781041670306,164,103
0.196916246848719681,260,156
0.02927705879,25,14
0.033314405370043502,168,141
0.050906899061626,90,51
0.068589979010745,80,47
0.08211890099382008,100,55
0.11769597379778444,296,125
0.05311122874375,243,53
0.044241022520336259,138,47
0.21528635139459265,255,157
0.059191597894819334,320,68
0.203856946450500404,187,104
0.139058386374806928,168,95
0.03689295541,177,143
0.070926082660712072,300,65
0.05725849314,330,82
0.0257333,33,17
0.02441859114,392,32
0.08205198269442284,287,46
0.049631014648850596,112,53
0.117189301112040585,304,111
0.047498895771763352,71,54
0.121539616184441854,233,121
0.00838431349249314,10,8
0.088716075146421244,106,67
0.120963160716775747,196,144
0.09234453098905241,158,113
0.03694540714,206,66
0.201481169056151256,220,140
